,B,G,R
136491.0,138.0,152.0,180.0
136494.0,134.0,176.0,223.0
136539.0,129.0,176.0,214.0
136544.0,179.0,176.0,208.0
136565.0,149.0,210.0,254.0
136569.0,120.0,157.0,183.0
136581.0,67.0,164.0,208.0
136592.0,192.0,167.0,177.0
136594.0,119.0,176.0,208.0
136661.0,141.0,196.0,223.0
136666.0,147.0,185.0,217.0
136667.0,100.0,157.0,212.0
136695.0,167.0,167.0,183.0
136729.0,122.0,184.0,208.0
136731.0,124.0,197.0,225.0
136748.0,112.0,147.0,161.0
136756.0,219.0,149.0,210.0
136771.0,125.0,134.0,138.0
136790.0,108.0,121.0,135.0
136821.0,137.0,199.0,235.0
136823.0,123.0,178.0,223.0
136827.0,146.0,211.0,255.0
136843.0,117.0,166.0,216.0
136851.0,90.0,159.0,199.0
136877.0,124.0,181.0,226.0
136885.0,156.0,184.0,218.0
136899.0,102.0,170.0,217.0
136908.0,150.0,136.0,140.0
136929.0,101.0,173.0,215.0
136937.0,91.0,147.0,194.0
136972.0,146.0,152.0,165.0
136991.0,111.0,135.0,155.0
136993.0,133.0,206.0,250.0
137015.0,141.0,186.0,213.0
137040.0,135.0,186.0,229.0
137043.0,192.0,175.0,188.0
137052.0,215.0,226.0,246.0
137122.0,110.0,195.0,233.0
137134.0,223.0,169.0,169.0
137135.0,120.0,169.0,225.0
137150.0,130.0,188.0,224.0
137172.0,97.0,144.0,172.0
137179.0,119.0,195.0,231.0
137192.0,184.0,168.0,169.0
137197.0,139.0,188.0,234.0
137212.0,188.0,175.0,177.0
137237.0,134.0,191.0,216.0
137253.0,111.0,211.0,223.0
137272.0,111.0,149.0,179.0
137342.0,157.0,186.0,231.0
137349.0,133.0,200.0,249.0
137350.0,151.0,180.0,211.0
137352.0,61.0,146.0,194.0
137376.0,104.0,151.0,189.0
137384.0,99.0,144.0,171.0
137386.0,136.0,131.0,130.0
137390.0,151.0,149.0,168.0
137405.0,72.0,144.0,191.0
137412.0,114.0,170.0,225.0
137435.0,139.0,150.0,180.0
137453.0,100.0,144.0,185.0
137473.0,112.0,177.0,221.0
137487.0,158.0,161.0,189.0
137493.0,127.0,190.0,234.0
137504.0,115.0,182.0,215.0
137513.0,86.0,137.0,180.0
137522.0,139.0,200.0,250.0
137555.0,140.0,182.0,224.0
137556.0,216.0,171.0,160.0
137578.0,146.0,119.0,115.0
137582.0,111.0,170.0,210.0
137585.0,128.0,178.0,231.0
137587.0,136.0,208.0,248.0
137631.0,135.0,149.0,167.0
137640.0,119.0,135.0,151.0
137644.0,82.0,162.0,217.0
137653.0,130.0,195.0,240.0
137693.0,134.0,192.0,228.0
137709.0,124.0,191.0,236.0
137712.0,127.0,190.0,228.0
137722.0,128.0,158.0,183.0
137732.0,117.0,142.0,168.0
137749.0,145.0,155.0,189.0
137751.0,142.0,209.0,242.0
137778.0,132.0,197.0,241.0
137783.0,96.0,113.0,132.0
137787.0,109.0,177.0,212.0
137809.0,130.0,196.0,237.0
137813.0,111.0,191.0,228.0
137827.0,93.0,107.0,135.0
137841.0,98.0,166.0,233.0
137845.0,134.0,186.0,227.0
137862.0,126.0,147.0,179.0
137887.0,82.0,149.0,210.0
137898.0,118.0,162.0,203.0
137901.0,116.0,147.0,180.0
137957.0,126.0,192.0,243.0
137969.0,76.0,148.0,182.0
137973.0,141.0,204.0,248.0
137980.0,139.0,211.0,241.0
138027.0,111.0,158.0,190.0
138098.0,158.0,205.0,237.0
138121.0,153.0,204.0,220.0
138137.0,121.0,169.0,221.0
138164.0,105.0,180.0,219.0
138170.0,132.0,205.0,255.0
138189.0,129.0,183.0,224.0
138200.0,120.0,173.0,210.0
138204.0,142.0,197.0,240.0
138215.0,149.0,187.0,221.0
138217.0,122.0,192.0,239.0
138236.0,120.0,131.0,151.0
138238.0,134.0,221.0,248.0
138251.0,141.0,147.0,166.0
138287.0,204.0,188.0,206.0
138290.0,120.0,176.0,223.0
138306.0,131.0,183.0,223.0
138339.0,130.0,195.0,240.0
138341.0,117.0,180.0,218.0
138348.0,140.0,195.0,238.0
138351.0,111.0,192.0,225.0
138352.0,131.0,186.0,231.0
138360.0,151.0,147.0,153.0
138366.0,123.0,191.0,220.0
138392.0,118.0,177.0,203.0
138436.0,118.0,185.0,212.0
138452.0,118.0,154.0,194.0
138455.0,136.0,200.0,234.0
138481.0,153.0,215.0,255.0
138490.0,142.0,177.0,203.0
138494.0,93.0,153.0,195.0
138514.0,96.0,154.0,189.0
138528.0,114.0,186.0,233.0
138532.0,134.0,195.0,245.0
138534.0,134.0,155.0,182.0
138539.0,113.0,183.0,243.0
138551.0,149.0,213.0,254.0
138561.0,111.0,169.0,191.0
138564.0,105.0,179.0,227.0
138565.0,128.0,196.0,243.0
138598.0,116.0,167.0,199.0
138610.0,108.0,181.0,225.0
138616.0,147.0,205.0,247.0
138632.0,142.0,147.0,162.0
138636.0,130.0,115.0,106.0
138668.0,82.0,130.0,164.0
138670.0,156.0,209.0,246.0
138685.0,133.0,192.0,237.0
138689.0,100.0,89.0,92.0
138725.0,124.0,196.0,250.0
138739.0,154.0,209.0,236.0
138769.0,72.0,167.0,200.0
138772.0,106.0,187.0,224.0
138815.0,117.0,177.0,236.0
138816.0,118.0,172.0,219.0
138818.0,91.0,171.0,218.0
138823.0,170.0,198.0,222.0
138830.0,176.0,152.0,154.0
138859.0,149.0,172.0,204.0
138869.0,88.0,140.0,186.0
138883.0,148.0,155.0,170.0
138893.0,86.0,163.0,212.0
138895.0,160.0,181.0,213.0
138899.0,114.0,195.0,228.0
138916.0,100.0,186.0,228.0
138943.0,120.0,195.0,233.0
138962.0,123.0,191.0,236.0
138980.0,134.0,127.0,154.0
139006.0,186.0,201.0,234.0
139008.0,132.0,186.0,221.0
139015.0,129.0,178.0,228.0
139038.0,140.0,187.0,231.0
139040.0,114.0,183.0,252.0
139046.0,187.0,209.0,220.0
139077.0,91.0,151.0,193.0
139099.0,104.0,130.0,147.0
139109.0,108.0,183.0,229.0
139143.0,156.0,211.0,248.0
139144.0,120.0,131.0,139.0
139152.0,120.0,182.0,228.0
139153.0,151.0,198.0,226.0
139162.0,165.0,142.0,140.0
139169.0,146.0,196.0,224.0
139191.0,106.0,187.0,220.0
139202.0,106.0,199.0,238.0
139205.0,55.0,146.0,183.0
139220.0,160.0,214.0,255.0
139266.0,194.0,226.0,255.0
139269.0,139.0,202.0,240.0
139275.0,152.0,206.0,236.0
139303.0,77.0,165.0,225.0
139313.0,160.0,207.0,251.0
139315.0,134.0,157.0,183.0
139317.0,128.0,165.0,203.0
139325.0,90.0,166.0,214.0
139336.0,131.0,182.0,222.0
139352.0,131.0,189.0,225.0
139354.0,118.0,160.0,195.0
139355.0,81.0,162.0,213.0
139375.0,150.0,189.0,227.0
139391.0,100.0,158.0,230.0
139395.0,140.0,189.0,203.0
139416.0,165.0,228.0,255.0
139432.0,126.0,112.0,113.0
139433.0,141.0,163.0,191.0
139444.0,138.0,198.0,252.0
139447.0,87.0,124.0,158.0
139471.0,105.0,112.0,129.0
139480.0,105.0,155.0,191.0
139523.0,115.0,177.0,223.0
139540.0,122.0,126.0,155.0
139547.0,64.0,129.0,157.0
139554.0,118.0,195.0,244.0
139556.0,134.0,167.0,193.0
139581.0,131.0,168.0,228.0
139594.0,55.0,74.0,111.0
139596.0,144.0,194.0,246.0
139626.0,113.0,161.0,209.0
139635.0,115.0,143.0,160.0
139650.0,94.0,180.0,210.0
139665.0,108.0,144.0,182.0
139668.0,96.0,136.0,161.0
139670.0,159.0,158.0,178.0
139672.0,124.0,186.0,232.0
139679.0,159.0,153.0,178.0
139688.0,166.0,191.0,217.0
139692.0,95.0,168.0,226.0
139711.0,127.0,150.0,166.0
139712.0,114.0,141.0,167.0
139725.0,107.0,173.0,222.0
139758.0,111.0,171.0,207.0
139775.0,99.0,132.0,177.0
139793.0,81.0,131.0,149.0
139821.0,135.0,171.0,195.0
139823.0,103.0,164.0,208.0
139862.0,118.0,166.0,224.0
139863.0,139.0,138.0,148.0
139900.0,119.0,127.0,134.0
139901.0,147.0,186.0,214.0
139919.0,161.0,176.0,202.0
139923.0,159.0,172.0,194.0
139932.0,163.0,180.0,207.0
139937.0,138.0,187.0,235.0
139940.0,153.0,201.0,237.0
139955.0,124.0,183.0,222.0
140000.0,127.0,154.0,174.0
140010.0,133.0,206.0,244.0
140012.0,90.0,165.0,217.0
140023.0,124.0,165.0,188.0
140054.0,142.0,179.0,205.0
140063.0,117.0,96.0,81.0
140070.0,120.0,169.0,207.0
140081.0,174.0,229.0,255.0
140084.0,94.0,158.0,216.0
140146.0,147.0,190.0,233.0
140154.0,132.0,149.0,176.0
140163.0,126.0,156.0,173.0
140167.0,142.0,205.0,255.0
140176.0,105.0,179.0,227.0
140185.0,128.0,187.0,233.0
140197.0,132.0,190.0,225.0
140206.0,143.0,202.0,241.0
140211.0,129.0,181.0,227.0
140218.0,129.0,200.0,237.0
140222.0,146.0,152.0,159.0
140225.0,114.0,180.0,239.0
140239.0,158.0,203.0,237.0
140246.0,141.0,207.0,255.0
140254.0,124.0,202.0,238.0
140278.0,163.0,171.0,164.0
140289.0,152.0,177.0,203.0
140317.0,130.0,197.0,224.0
140329.0,175.0,206.0,239.0
140359.0,122.0,154.0,197.0
140398.0,151.0,171.0,212.0
140402.0,158.0,201.0,244.0
140413.0,133.0,187.0,220.0
140453.0,211.0,182.0,178.0
140466.0,138.0,202.0,233.0
140489.0,138.0,163.0,167.0
140496.0,250.0,195.0,180.0
140529.0,124.0,196.0,243.0
140530.0,100.0,161.0,211.0
140533.0,125.0,154.0,175.0
140552.0,139.0,126.0,118.0
140558.0,255.0,124.0,43.0
140576.0,108.0,160.0,190.0
140597.0,120.0,167.0,221.0
140614.0,128.0,195.0,228.0
140618.0,131.0,200.0,240.0
140631.0,134.0,199.0,243.0
140661.0,134.0,193.0,233.0
140673.0,131.0,168.0,194.0
140695.0,102.0,177.0,239.0
140710.0,140.0,199.0,245.0
140714.0,159.0,202.0,251.0
140730.0,92.0,131.0,140.0
140740.0,95.0,155.0,221.0
140764.0,123.0,184.0,224.0
140768.0,102.0,175.0,165.0
140776.0,94.0,120.0,144.0
140829.0,96.0,143.0,171.0
140849.0,117.0,188.0,226.0
140876.0,155.0,161.0,168.0
140897.0,151.0,201.0,223.0
140949.0,148.0,209.0,253.0
140957.0,147.0,128.0,147.0
141069.0,143.0,158.0,161.0
141077.0,168.0,183.0,202.0
141084.0,118.0,141.0,173.0
141110.0,162.0,199.0,227.0
141131.0,86.0,142.0,183.0
141148.0,138.0,178.0,227.0
141149.0,105.0,175.0,215.0
141152.0,88.0,144.0,173.0
141162.0,104.0,171.0,220.0
141171.0,126.0,198.0,238.0
141186.0,119.0,181.0,229.0
141226.0,91.0,162.0,206.0
141235.0,108.0,186.0,252.0
141268.0,119.0,155.0,185.0
141282.0,139.0,192.0,242.0
141319.0,146.0,190.0,214.0
141331.0,146.0,122.0,122.0
141332.0,132.0,162.0,189.0
141333.0,177.0,191.0,227.0
141381.0,128.0,197.0,224.0
141392.0,151.0,174.0,200.0
141489.0,185.0,192.0,209.0
141491.0,121.0,179.0,221.0
141511.0,146.0,203.0,228.0
141525.0,126.0,139.0,155.0
141563.0,127.0,200.0,252.0
141567.0,144.0,165.0,193.0
141586.0,125.0,178.0,228.0
141593.0,220.0,188.0,207.0
141604.0,79.0,154.0,222.0
141605.0,113.0,178.0,209.0
141622.0,158.0,141.0,144.0
141629.0,113.0,169.0,216.0
141634.0,104.0,173.0,222.0
141651.0,141.0,169.0,203.0
141652.0,149.0,153.0,158.0
141671.0,133.0,140.0,149.0
141677.0,107.0,151.0,182.0
141711.0,121.0,185.0,226.0
141714.0,103.0,190.0,217.0
141722.0,76.0,165.0,216.0
141731.0,124.0,154.0,189.0
141733.0,120.0,173.0,206.0
141746.0,117.0,142.0,168.0
141751.0,136.0,190.0,223.0
141789.0,203.0,183.0,195.0
141797.0,120.0,115.0,117.0
141844.0,149.0,152.0,167.0
141901.0,98.0,138.0,173.0
141925.0,135.0,137.0,137.0
141930.0,249.0,156.0,195.0
141948.0,130.0,186.0,227.0
141957.0,136.0,204.0,239.0
141962.0,170.0,209.0,231.0
141966.0,111.0,163.0,200.0
141973.0,197.0,218.0,245.0
142008.0,126.0,145.0,166.0
142014.0,146.0,175.0,212.0
142031.0,116.0,173.0,194.0
142039.0,118.0,187.0,227.0
142148.0,183.0,173.0,215.0
142172.0,142.0,179.0,237.0
142202.0,139.0,165.0,201.0
142219.0,120.0,178.0,220.0
142221.0,124.0,177.0,214.0
142257.0,118.0,193.0,232.0
142259.0,100.0,163.0,201.0
142267.0,131.0,209.0,238.0
142274.0,106.0,144.0,198.0
142281.0,100.0,174.0,202.0
142290.0,123.0,145.0,157.0
142291.0,137.0,179.0,221.0
142331.0,127.0,196.0,239.0
142367.0,140.0,194.0,224.0
142370.0,77.0,152.0,196.0
142375.0,135.0,200.0,244.0
142379.0,125.0,170.0,203.0
142394.0,112.0,189.0,215.0
142404.0,99.0,151.0,191.0
142450.0,105.0,174.0,217.0
142474.0,107.0,153.0,184.0
142480.0,120.0,195.0,239.0
142508.0,117.0,144.0,165.0
142523.0,125.0,138.0,154.0
142534.0,153.0,213.0,243.0
142581.0,207.0,156.0,136.0
142621.0,221.0,150.0,106.0
142664.0,114.0,176.0,216.0
142694.0,131.0,157.0,193.0
142719.0,123.0,190.0,223.0
142724.0,158.0,211.0,238.0
142745.0,85.0,186.0,225.0
142759.0,186.0,163.0,161.0
142773.0,145.0,176.0,201.0
142797.0,137.0,156.0,193.0
142803.0,124.0,198.0,240.0
142829.0,136.0,196.0,238.0
142834.0,134.0,198.0,246.0
142847.0,152.0,213.0,239.0
142863.0,81.0,163.0,221.0
142872.0,109.0,184.0,230.0
142899.0,159.0,207.0,241.0
142903.0,120.0,181.0,231.0
142905.0,145.0,204.0,244.0
142918.0,133.0,134.0,155.0
142932.0,95.0,99.0,157.0
142992.0,94.0,155.0,211.0
142993.0,131.0,160.0,191.0
143029.0,143.0,188.0,231.0
143038.0,161.0,104.0,78.0
143056.0,133.0,181.0,229.0
143091.0,161.0,205.0,236.0
143103.0,114.0,138.0,158.0
143120.0,101.0,170.0,220.0
143148.0,139.0,198.0,244.0
143156.0,88.0,92.0,103.0
143159.0,173.0,132.0,123.0
143160.0,94.0,173.0,224.0
143163.0,128.0,204.0,240.0
143171.0,144.0,199.0,250.0
143187.0,101.0,171.0,224.0
143189.0,119.0,157.0,191.0
143193.0,124.0,189.0,234.0
143196.0,112.0,153.0,202.0
143205.0,160.0,204.0,235.0
143206.0,128.0,183.0,222.0
143271.0,158.0,198.0,247.0
143272.0,140.0,194.0,229.0
143307.0,128.0,209.0,244.0
143316.0,137.0,169.0,198.0
143333.0,121.0,179.0,231.0
143341.0,164.0,209.0,246.0
143350.0,103.0,141.0,159.0
143358.0,132.0,194.0,240.0
143377.0,156.0,212.0,237.0
143391.0,131.0,170.0,214.0
143402.0,107.0,159.0,199.0
143414.0,102.0,173.0,223.0
143422.0,114.0,187.0,231.0
143425.0,128.0,199.0,232.0
143438.0,150.0,213.0,251.0
143441.0,127.0,201.0,243.0
143447.0,218.0,215.0,224.0
143454.0,122.0,197.0,243.0
143485.0,123.0,136.0,158.0
143509.0,149.0,152.0,156.0
143531.0,136.0,150.0,168.0
143541.0,114.0,193.0,236.0
143546.0,94.0,156.0,204.0
143582.0,148.0,197.0,241.0
143612.0,119.0,168.0,224.0
143636.0,129.0,154.0,188.0
143666.0,133.0,190.0,216.0
143677.0,116.0,158.0,187.0
143726.0,144.0,207.0,251.0
143730.0,196.0,198.0,208.0
143762.0,108.0,176.0,221.0
143772.0,117.0,191.0,239.0
143776.0,160.0,201.0,224.0
143789.0,119.0,189.0,229.0
143798.0,133.0,181.0,223.0
143817.0,130.0,200.0,237.0
143858.0,237.0,180.0,149.0
143863.0,93.0,121.0,145.0
143868.0,101.0,176.0,220.0
143877.0,165.0,219.0,254.0
143884.0,94.0,158.0,199.0
143898.0,134.0,209.0,223.0
143928.0,139.0,205.0,253.0
143934.0,156.0,170.0,188.0
143962.0,111.0,119.0,119.0
143974.0,142.0,200.0,235.0
143976.0,106.0,112.0,119.0
143984.0,129.0,192.0,236.0
143992.0,115.0,136.0,163.0
143996.0,175.0,197.0,232.0
144007.0,79.0,133.0,164.0
144010.0,167.0,222.0,235.0
144012.0,142.0,215.0,247.0
144058.0,181.0,208.0,229.0
144077.0,104.0,175.0,225.0
144078.0,99.0,163.0,197.0
144084.0,110.0,171.0,221.0
144088.0,106.0,183.0,216.0
144110.0,106.0,127.0,154.0
144129.0,139.0,185.0,219.0
144141.0,87.0,156.0,213.0
144146.0,115.0,181.0,234.0
144152.0,135.0,185.0,221.0
144158.0,99.0,174.0,253.0
144173.0,110.0,168.0,210.0
144195.0,106.0,174.0,211.0
144201.0,129.0,188.0,220.0
144225.0,132.0,193.0,233.0
144231.0,99.0,145.0,186.0
144237.0,105.0,179.0,215.0
144241.0,157.0,212.0,239.0
144264.0,107.0,122.0,148.0
144265.0,164.0,179.0,205.0
144301.0,116.0,195.0,246.0
144303.0,102.0,121.0,126.0
144307.0,154.0,191.0,217.0
144324.0,135.0,158.0,190.0
144368.0,154.0,190.0,230.0
144383.0,108.0,170.0,216.0
144433.0,158.0,233.0,255.0
144438.0,118.0,169.0,195.0
144447.0,134.0,160.0,190.0
144449.0,123.0,192.0,231.0
144475.0,141.0,202.0,234.0
144493.0,132.0,204.0,234.0
144558.0,144.0,205.0,237.0
144560.0,146.0,195.0,221.0
144593.0,102.0,136.0,160.0
144597.0,143.0,145.0,146.0
144603.0,146.0,146.0,152.0
144704.0,151.0,208.0,233.0
144707.0,102.0,166.0,221.0
144719.0,103.0,158.0,201.0
144731.0,141.0,201.0,237.0
144732.0,140.0,208.0,237.0
144740.0,118.0,197.0,224.0
144741.0,136.0,166.0,201.0
144756.0,141.0,188.0,239.0
144770.0,136.0,192.0,227.0
144795.0,163.0,209.0,250.0
144797.0,122.0,115.0,112.0
144810.0,137.0,194.0,219.0
144816.0,143.0,196.0,233.0
144838.0,111.0,162.0,194.0
144866.0,121.0,159.0,191.0
144881.0,91.0,167.0,215.0
144885.0,141.0,210.0,237.0
144927.0,103.0,166.0,216.0
144933.0,168.0,202.0,232.0
144958.0,134.0,137.0,142.0
144961.0,120.0,166.0,213.0
144997.0,132.0,183.0,215.0
145003.0,136.0,188.0,229.0
145005.0,151.0,164.0,186.0
145008.0,73.0,130.0,156.0
145016.0,186.0,149.0,141.0
145030.0,141.0,201.0,231.0
145035.0,136.0,200.0,235.0
145073.0,140.0,151.0,179.0
145094.0,132.0,169.0,207.0
145104.0,125.0,141.0,154.0
145106.0,111.0,140.0,171.0
145144.0,129.0,183.0,208.0
145145.0,113.0,169.0,224.0
145154.0,72.0,183.0,231.0
145177.0,116.0,188.0,235.0
145183.0,131.0,185.0,246.0
145197.0,110.0,122.0,140.0
145198.0,76.0,141.0,185.0
145206.0,71.0,130.0,180.0
145215.0,129.0,197.0,226.0
145248.0,135.0,178.0,205.0
145282.0,105.0,177.0,217.0
145289.0,123.0,165.0,210.0
145298.0,123.0,152.0,173.0
145326.0,140.0,200.0,246.0
145332.0,123.0,194.0,228.0
145337.0,143.0,187.0,224.0
145342.0,140.0,160.0,178.0
145354.0,125.0,127.0,151.0
145375.0,144.0,157.0,195.0
145393.0,151.0,198.0,226.0
145436.0,141.0,195.0,225.0
145443.0,132.0,141.0,145.0
145452.0,123.0,194.0,244.0
145453.0,161.0,140.0,143.0
145470.0,121.0,189.0,236.0
145502.0,116.0,180.0,211.0
145531.0,143.0,200.0,232.0
145549.0,152.0,222.0,252.0
145550.0,148.0,188.0,217.0
145571.0,124.0,108.0,109.0
145586.0,126.0,141.0,157.0
145598.0,142.0,203.0,237.0
145599.0,145.0,162.0,188.0
145608.0,134.0,174.0,202.0
145672.0,122.0,120.0,126.0
145679.0,122.0,179.0,205.0
145695.0,89.0,148.0,174.0
145705.0,140.0,161.0,183.0
145740.0,122.0,178.0,213.0
145741.0,177.0,189.0,225.0
145743.0,103.0,177.0,243.0
145776.0,104.0,158.0,205.0
145781.0,135.0,195.0,237.0
145793.0,119.0,202.0,247.0
145813.0,174.0,224.0,252.0
145818.0,107.0,127.0,158.0
145831.0,126.0,144.0,155.0
145832.0,186.0,159.0,155.0
145835.0,78.0,148.0,195.0
145850.0,138.0,181.0,220.0
145868.0,111.0,158.0,202.0
145875.0,140.0,145.0,176.0
145879.0,202.0,171.0,170.0
145898.0,117.0,141.0,165.0
145916.0,138.0,131.0,146.0
145922.0,142.0,206.0,254.0
145935.0,157.0,229.0,253.0
145951.0,120.0,175.0,220.0
145963.0,116.0,126.0,144.0
145969.0,131.0,166.0,209.0
145973.0,101.0,126.0,146.0
145975.0,139.0,171.0,214.0
145976.0,97.0,178.0,223.0
146016.0,102.0,121.0,134.0
146019.0,112.0,172.0,208.0
146029.0,173.0,177.0,201.0
146033.0,127.0,176.0,238.0
146049.0,136.0,193.0,238.0
146060.0,105.0,166.0,200.0
146074.0,120.0,195.0,234.0
146122.0,127.0,173.0,204.0
146133.0,162.0,193.0,214.0
146135.0,138.0,190.0,227.0
146136.0,138.0,124.0,125.0
146148.0,167.0,191.0,215.0
146179.0,119.0,179.0,215.0
146201.0,128.0,187.0,236.0
146204.0,238.0,192.0,174.0
146206.0,97.0,146.0,172.0
146223.0,127.0,151.0,179.0
146233.0,116.0,148.0,197.0
146256.0,189.0,194.0,209.0
146294.0,116.0,127.0,147.0
146316.0,151.0,154.0,158.0
146334.0,102.0,143.0,205.0
146348.0,113.0,158.0,192.0
146357.0,85.0,141.0,166.0
146376.0,153.0,144.0,164.0
146425.0,113.0,143.0,172.0
146437.0,114.0,171.0,216.0
146445.0,129.0,161.0,196.0
146513.0,113.0,154.0,187.0
146528.0,113.0,124.0,138.0
146554.0,91.0,182.0,221.0
146584.0,145.0,219.0,253.0
146594.0,102.0,172.0,209.0
146601.0,100.0,170.0,217.0
146640.0,93.0,151.0,186.0
146645.0,133.0,153.0,170.0
146650.0,216.0,179.0,183.0
146687.0,123.0,162.0,190.0
146691.0,95.0,82.0,80.0
146697.0,141.0,204.0,242.0
146719.0,95.0,166.0,203.0
146741.0,125.0,209.0,244.0
146743.0,102.0,159.0,215.0
146762.0,106.0,184.0,221.0
146764.0,105.0,129.0,147.0
146808.0,114.0,176.0,222.0
146818.0,134.0,215.0,252.0
146846.0,126.0,191.0,230.0
146866.0,127.0,148.0,169.0
146899.0,105.0,137.0,166.0
146903.0,94.0,151.0,176.0
146907.0,128.0,183.0,222.0
146929.0,159.0,133.0,117.0
146936.0,124.0,191.0,240.0
146952.0,101.0,135.0,151.0
146968.0,150.0,196.0,227.0
147019.0,154.0,207.0,250.0
147022.0,122.0,187.0,248.0
147040.0,162.0,212.0,232.0
147046.0,104.0,141.0,167.0
147063.0,150.0,158.0,198.0
147081.0,113.0,183.0,223.0
147082.0,99.0,167.0,214.0
147111.0,152.0,214.0,252.0
147122.0,133.0,174.0,213.0
147133.0,115.0,165.0,193.0
147152.0,177.0,189.0,225.0
147153.0,189.0,219.0,248.0
147159.0,99.0,172.0,216.0
147167.0,127.0,119.0,120.0
147204.0,144.0,206.0,244.0
147211.0,111.0,138.0,172.0
147218.0,103.0,177.0,219.0
147230.0,111.0,195.0,253.0
147232.0,94.0,180.0,234.0
147244.0,140.0,206.0,254.0
147261.0,132.0,200.0,235.0
147273.0,146.0,211.0,255.0
147303.0,89.0,172.0,210.0
147305.0,123.0,182.0,214.0
147319.0,130.0,199.0,239.0
147328.0,120.0,164.0,225.0
147340.0,154.0,194.0,222.0
147359.0,122.0,184.0,220.0
147362.0,108.0,159.0,202.0
147384.0,142.0,210.0,255.0
147413.0,153.0,168.0,207.0
147427.0,151.0,190.0,229.0
147441.0,167.0,186.0,213.0
147444.0,136.0,193.0,244.0
147455.0,147.0,195.0,219.0
147459.0,131.0,173.0,215.0
147466.0,119.0,183.0,248.0
147489.0,108.0,180.0,222.0
147503.0,131.0,178.0,210.0
147525.0,116.0,141.0,167.0
147532.0,93.0,145.0,191.0
147539.0,112.0,184.0,226.0
147546.0,125.0,169.0,200.0
147549.0,125.0,118.0,131.0
147596.0,104.0,169.0,200.0
147619.0,110.0,169.0,201.0
147627.0,117.0,185.0,244.0
147631.0,123.0,136.0,152.0
147670.0,138.0,116.0,110.0
147673.0,139.0,203.0,233.0
147701.0,117.0,154.0,180.0
147706.0,123.0,181.0,217.0
147715.0,111.0,145.0,175.0
147718.0,129.0,164.0,204.0
147748.0,196.0,135.0,191.0
147766.0,135.0,203.0,250.0
147786.0,201.0,187.0,175.0
147800.0,126.0,200.0,226.0
147811.0,122.0,179.0,235.0
147826.0,150.0,214.0,245.0
147844.0,160.0,199.0,231.0
147845.0,163.0,177.0,196.0
147864.0,162.0,209.0,247.0
147924.0,133.0,134.0,154.0
147930.0,128.0,173.0,206.0
147943.0,141.0,192.0,235.0
147951.0,123.0,187.0,228.0
147969.0,134.0,152.0,181.0
147971.0,107.0,142.0,168.0
147972.0,132.0,180.0,222.0
147991.0,119.0,165.0,189.0
148009.0,126.0,140.0,163.0
148038.0,152.0,177.0,203.0
148051.0,107.0,175.0,220.0
148072.0,115.0,186.0,219.0
148077.0,124.0,180.0,205.0
148088.0,132.0,178.0,232.0
148106.0,108.0,127.0,142.0
148113.0,187.0,152.0,156.0
148122.0,128.0,192.0,240.0
148178.0,136.0,173.0,207.0
148196.0,115.0,153.0,177.0
148223.0,154.0,198.0,235.0
148230.0,159.0,213.0,243.0
148247.0,110.0,179.0,219.0
148253.0,139.0,173.0,197.0
148254.0,127.0,194.0,239.0
148257.0,143.0,183.0,231.0
148261.0,159.0,199.0,224.0
148274.0,114.0,163.0,207.0
148280.0,109.0,191.0,233.0
148298.0,197.0,143.0,143.0
148319.0,94.0,160.0,201.0
148325.0,120.0,199.0,255.0
148329.0,84.0,142.0,178.0
148338.0,119.0,170.0,210.0
148342.0,131.0,179.0,207.0
148355.0,112.0,177.0,222.0
148358.0,139.0,189.0,231.0
148374.0,131.0,172.0,221.0
148381.0,134.0,141.0,158.0
148461.0,152.0,172.0,189.0
148487.0,120.0,163.0,206.0
148529.0,113.0,184.0,221.0
148570.0,116.0,178.0,224.0
148575.0,153.0,196.0,245.0
148611.0,141.0,192.0,202.0
148620.0,136.0,207.0,245.0
148653.0,149.0,182.0,201.0
148702.0,93.0,168.0,194.0
148729.0,100.0,182.0,229.0
148734.0,115.0,169.0,199.0
148744.0,112.0,194.0,229.0
148766.0,157.0,183.0,219.0
148771.0,102.0,176.0,224.0
148776.0,159.0,203.0,240.0
148795.0,114.0,142.0,173.0
148805.0,110.0,166.0,231.0
